invoice_date,invoice_associate_name,cy_imputed,month,weekday,is_weekend,store_segment
29-06-2024,Phoenix Mall,44,6,Saturday,1,MEDIUM
29-06-2024,Sarath City Mall,124,6,Saturday,1,HIGH
29-06-2024,Viviana Mall,92,6,Saturday,1,MEDIUM
30-06-2024,AS-MG RD,17,6,Sunday,1,LOW
30-06-2024,AS-MOA,107,6,Sunday,1,MEDIUM
30-06-2024,Brigade Road,39,6,Sunday,1,LOW
30-06-2024,EA Mall,116,6,Sunday,1,MEDIUM
30-06-2024,Falcon Mall,172,6,Sunday,1,HIGH
30-06-2024,Forum Mall,33,6,Sunday,1,LOW
30-06-2024,GVK Mall,28,6,Sunday,1,LOW
30-06-2024,Himayat Nagar,0,6,Sunday,1,LOW
30-06-2024,Indira Nagar,55,6,Sunday,1,MEDIUM
30-06-2024,Jubilee Hills,29,6,Sunday,1,LOW
30-06-2024,Lulu Mall,117,6,Sunday,1,HIGH
30-06-2024,Phoenix Mall,33,6,Sunday,1,MEDIUM
30-06-2024,Sarath City Mall,162,6,Sunday,1,HIGH
30-06-2024,Viviana Mall,33,6,Sunday,1,MEDIUM
01-07-2024,AS-MG RD,10,7,Monday,0,LOW
01-07-2024,AS-MOA,24,7,Monday,0,MEDIUM
01-07-2024,Brigade Road,10,7,Monday,0,LOW
01-07-2024,EA Mall,47,7,Monday,0,MEDIUM
01-07-2024,Falcon Mall,36,7,Monday,0,HIGH
01-07-2024,Forum Mall,20,7,Monday,0,LOW
01-07-2024,GVK Mall,25,7,Monday,0,LOW
01-07-2024,Himayat Nagar,0,7,Monday,0,LOW
01-07-2024,Indira Nagar,27,7,Monday,0,MEDIUM
01-07-2024,Jubilee Hills,10,7,Monday,0,LOW
01-07-2024,Lulu Mall,46,7,Monday,0,HIGH
01-07-2024,Phoenix Mall,29,7,Monday,0,MEDIUM
01-07-2024,Sarath City Mall,74,7,Monday,0,HIGH
01-07-2024,Viviana Mall,36,7,Monday,0,MEDIUM
02-07-2024,AS-MG RD,22,7,Tuesday,0,LOW
02-07-2024,AS-MOA,26,7,Tuesday,0,MEDIUM
02-07-2024,Brigade Road,24,7,Tuesday,0,LOW
02-07-2024,EA Mall,52,7,Tuesday,0,MEDIUM
02-07-2024,Falcon Mall,40,7,Tuesday,0,HIGH
02-07-2024,Forum Mall,15,7,Tuesday,0,LOW
02-07-2024,GVK Mall,20,7,Tuesday,0,LOW
02-07-2024,Himayat Nagar,0,7,Tuesday,0,LOW
02-07-2024,Indira Nagar,20,7,Tuesday,0,MEDIUM
02-07-2024,Jubilee Hills,4,7,Tuesday,0,LOW
02-07-2024,Lulu Mall,48,7,Tuesday,0,HIGH
02-07-2024,Phoenix Mall,24,7,Tuesday,0,MEDIUM
02-07-2024,Sarath City Mall,56,7,Tuesday,0,HIGH
02-07-2024,Viviana Mall,42,7,Tuesday,0,MEDIUM
03-07-2024,AS-MG RD,14,7,Wednesday,0,LOW
03-07-2024,AS-MOA,37,7,Wednesday,0,MEDIUM
03-07-2024,Brigade Road,7,7,Wednesday,0,LOW
03-07-2024,EA Mall,62,7,Wednesday,0,MEDIUM
03-07-2024,Falcon Mall,47,7,Wednesday,0,HIGH
03-07-2024,Forum Mall,21,7,Wednesday,0,LOW
03-07-2024,GVK Mall,32,7,Wednesday,0,LOW
03-07-2024,Himayat Nagar,0,7,Wednesday,0,LOW
03-07-2024,Indira Nagar,19,7,Wednesday,0,MEDIUM
03-07-2024,Jubilee Hills,6,7,Wednesday,0,LOW
03-07-2024,Lulu Mall,57,7,Wednesday,0,HIGH
03-07-2024,Phoenix Mall,12,7,Wednesday,0,MEDIUM
03-07-2024,Sarath City Mall,57,7,Wednesday,0,HIGH
03-07-2024,Viviana Mall,39,7,Wednesday,0,MEDIUM
04-07-2024,AS-MG RD,15,7,Thursday,0,LOW
04-07-2024,AS-MOA,25,7,Thursday,0,MEDIUM
04-07-2024,Brigade Road,29,7,Thursday,0,LOW
04-07-2024,EA Mall,60,7,Thursday,0,MEDIUM
04-07-2024,Falcon Mall,46,7,Thursday,0,HIGH
04-07-2024,Forum Mall,23,7,Thursday,0,LOW
04-07-2024,GVK Mall,27,7,Thursday,0,LOW
04-07-2024,Himayat Nagar,0,7,Thursday,0,LOW
04-07-2024,Indira Nagar,21,7,Thursday,0,MEDIUM
04-07-2024,Jubilee Hills,17,7,Thursday,0,LOW
04-07-2024,Lulu Mall,160,7,Thursday,0,HIGH
04-07-2024,Phoenix Mall,32,7,Thursday,0,MEDIUM
04-07-2024,Sarath City Mall,37,7,Thursday,0,HIGH
04-07-2024,Viviana Mall,38,7,Thursday,0,MEDIUM
05-07-2024,AS-MG RD,7,7,Friday,0,LOW
05-07-2024,AS-MOA,41,7,Friday,0,MEDIUM
05-07-2024,Brigade Road,18,7,Friday,0,LOW
05-07-2024,EA Mall,62,7,Friday,0,MEDIUM
05-07-2024,Falcon Mall,55,7,Friday,0,HIGH
05-07-2024,Forum Mall,23,7,Friday,0,LOW
05-07-2024,GVK Mall,16,7,Friday,0,LOW
05-07-2024,Himayat Nagar,0,7,Friday,0,LOW
05-07-2024,Indira Nagar,26,7,Friday,0,MEDIUM
05-07-2024,Jubilee Hills,6,7,Friday,0,LOW
05-07-2024,Lulu Mall,120,7,Friday,0,HIGH
05-07-2024,Phoenix Mall,29,7,Friday,0,MEDIUM
05-07-2024,Sarath City Mall,42,7,Friday,0,HIGH
05-07-2024,Viviana Mall,33,7,Friday,0,MEDIUM
06-07-2024,AS-MG RD,17,7,Saturday,1,LOW
06-07-2024,AS-MOA,76,7,Saturday,1,MEDIUM
06-07-2024,Brigade Road,12,7,Saturday,1,LOW
06-07-2024,EA Mall,83,7,Saturday,1,MEDIUM
06-07-2024,Falcon Mall,114,7,Saturday,1,HIGH
06-07-2024,Forum Mall,34,7,Saturday,1,LOW
06-07-2024,GVK Mall,19,7,Saturday,1,LOW
06-07-2024,Himayat Nagar,0,7,Saturday,1,LOW
06-07-2024,Indira Nagar,48,7,Saturday,1,MEDIUM
06-07-2024,Jubilee Hills,8,7,Saturday,1,LOW
06-07-2024,Lulu Mall,178,7,Saturday,1,HIGH
06-07-2024,Phoenix Mall,49,7,Saturday,1,MEDIUM
06-07-2024,Sarath City Mall,89,7,Saturday,1,HIGH
06-07-2024,Viviana Mall,128,7,Saturday,1,MEDIUM
07-07-2024,AS-MG RD,15,7,Sunday,1,LOW
07-07-2024,AS-MOA,99,7,Sunday,1,MEDIUM
07-07-2024,Brigade Road,35,7,Sunday,1,LOW
07-07-2024,EA Mall,141,7,Sunday,1,MEDIUM
07-07-2024,Falcon Mall,159,7,Sunday,1,HIGH
07-07-2024,Forum Mall,63,7,Sunday,1,LOW
07-07-2024,GVK Mall,51,7,Sunday,1,LOW
07-07-2024,Himayat Nagar,0,7,Sunday,1,LOW
07-07-2024,Indira Nagar,55,7,Sunday,1,MEDIUM
07-07-2024,Jubilee Hills,16,7,Sunday,1,LOW
07-07-2024,Lulu Mall,231,7,Sunday,1,HIGH
07-07-2024,Phoenix Mall,99,7,Sunday,1,MEDIUM
07-07-2024,Sarath City Mall,148,7,Sunday,1,HIGH
07-07-2024,Viviana Mall,147,7,Sunday,1,MEDIUM
08-07-2024,AS-MG RD,14,7,Monday,0,LOW
08-07-2024,AS-MOA,28,7,Monday,0,MEDIUM
08-07-2024,Brigade Road,13,7,Monday,0,LOW
08-07-2024,EA Mall,50,7,Monday,0,MEDIUM
08-07-2024,Falcon Mall,51,7,Monday,0,HIGH
08-07-2024,Forum Mall,34,7,Monday,0,LOW
08-07-2024,GVK Mall,8,7,Monday,0,LOW
08-07-2024,Himayat Nagar,0,7,Monday,0,LOW
08-07-2024,Indira Nagar,37,7,Monday,0,MEDIUM
08-07-2024,Jubilee Hills,26,7,Monday,0,LOW
08-07-2024,Lulu Mall,104,7,Monday,0,HIGH
08-07-2024,Phoenix Mall,65,7,Monday,0,MEDIUM
08-07-2024,Sarath City Mall,75,7,Monday,0,HIGH
08-07-2024,Viviana Mall,57,7,Monday,0,MEDIUM
09-07-2024,AS-MG RD,14,7,Tuesday,0,LOW
09-07-2024,AS-MOA,65,7,Tuesday,0,MEDIUM
09-07-2024,Brigade Road,14,7,Tuesday,0,LOW
09-07-2024,EA Mall,78,7,Tuesday,0,MEDIUM
09-07-2024,Falcon Mall,79,7,Tuesday,0,HIGH
09-07-2024,Forum Mall,33,7,Tuesday,0,LOW
09-07-2024,GVK Mall,18,7,Tuesday,0,LOW
09-07-2024,Himayat Nagar,0,7,Tuesday,0,LOW
09-07-2024,Indira Nagar,36,7,Tuesday,0,MEDIUM
09-07-2024,Jubilee Hills,10,7,Tuesday,0,LOW
09-07-2024,Lulu Mall,114,7,Tuesday,0,HIGH
09-07-2024,Phoenix Mall,56,7,Tuesday,0,MEDIUM
09-07-2024,Sarath City Mall,98,7,Tuesday,0,HIGH
09-07-2024,Viviana Mall,62,7,Tuesday,0,MEDIUM
10-07-2024,AS-MG RD,20,7,Wednesday,0,LOW
10-07-2024,AS-MOA,46,7,Wednesday,0,MEDIUM
10-07-2024,Brigade Road,20,7,Wednesday,0,LOW
10-07-2024,EA Mall,85,7,Wednesday,0,MEDIUM
10-07-2024,Falcon Mall,54,7,Wednesday,0,HIGH
10-07-2024,Forum Mall,35,7,Wednesday,0,LOW
10-07-2024,GVK Mall,39,7,Wednesday,0,LOW
10-07-2024,Himayat Nagar,0,7,Wednesday,0,LOW
10-07-2024,Indira Nagar,37,7,Wednesday,0,MEDIUM
10-07-2024,Jubilee Hills,18,7,Wednesday,0,LOW
10-07-2024,Lulu Mall,107,7,Wednesday,0,HIGH
10-07-2024,Phoenix Mall,56,7,Wednesday,0,MEDIUM
10-07-2024,Sarath City Mall,92,7,Wednesday,0,HIGH
10-07-2024,Viviana Mall,76,7,Wednesday,0,MEDIUM
11-07-2024,AS-MG RD,28,7,Thursday,0,LOW
11-07-2024,AS-MOA,54,7,Thursday,0,MEDIUM
11-07-2024,Brigade Road,19,7,Thursday,0,LOW
11-07-2024,EA Mall,89,7,Thursday,0,MEDIUM
11-07-2024,Falcon Mall,48,7,Thursday,0,HIGH
11-07-2024,Forum Mall,41,7,Thursday,0,LOW
11-07-2024,GVK Mall,39,7,Thursday,0,LOW
11-07-2024,Himayat Nagar,0,7,Thursday,0,LOW
11-07-2024,Indira Nagar,43,7,Thursday,0,MEDIUM
11-07-2024,Jubilee Hills,13,7,Thursday,0,LOW
11-07-2024,Lulu Mall,114,7,Thursday,0,HIGH
11-07-2024,Phoenix Mall,72,7,Thursday,0,MEDIUM
11-07-2024,Sarath City Mall,66,7,Thursday,0,HIGH
11-07-2024,Viviana Mall,51,7,Thursday,0,MEDIUM
12-07-2024,AS-MG RD,16,7,Friday,0,LOW
12-07-2024,AS-MOA,58,7,Friday,0,MEDIUM
12-07-2024,Brigade Road,13,7,Friday,0,LOW
12-07-2024,EA Mall,82,7,Friday,0,MEDIUM
12-07-2024,Falcon Mall,72,7,Friday,0,HIGH
12-07-2024,Forum Mall,49,7,Friday,0,LOW
12-07-2024,GVK Mall,33,7,Friday,0,LOW
12-07-2024,Himayat Nagar,0,7,Friday,0,LOW
12-07-2024,Indira Nagar,41,7,Friday,0,MEDIUM
12-07-2024,Jubilee Hills,22,7,Friday,0,LOW
12-07-2024,Lulu Mall,100,7,Friday,0,HIGH
12-07-2024,Phoenix Mall,71,7,Friday,0,MEDIUM
12-07-2024,Sarath City Mall,69,7,Friday,0,HIGH
12-07-2024,Viviana Mall,59,7,Friday,0,MEDIUM
13-07-2024,AS-MG RD,28,7,Saturday,1,LOW
13-07-2024,AS-MOA,171,7,Saturday,1,MEDIUM
13-07-2024,Brigade Road,24,7,Saturday,1,LOW
13-07-2024,EA Mall,148,7,Saturday,1,MEDIUM
13-07-2024,Falcon Mall,200,7,Saturday,1,HIGH
13-07-2024,Forum Mall,48,7,Saturday,1,LOW
13-07-2024,GVK Mall,55,7,Saturday,1,LOW
13-07-2024,Himayat Nagar,0,7,Saturday,1,LOW
13-07-2024,Indira Nagar,92,7,Saturday,1,MEDIUM
13-07-2024,Jubilee Hills,30,7,Saturday,1,LOW
13-07-2024,Lulu Mall,128,7,Saturday,1,HIGH
13-07-2024,Phoenix Mall,123,7,Saturday,1,MEDIUM
13-07-2024,Sarath City Mall,153,7,Saturday,1,HIGH
13-07-2024,Viviana Mall,133,7,Saturday,1,MEDIUM
14-07-2024,AS-MG RD,38,7,Sunday,1,LOW
14-07-2024,AS-MOA,163,7,Sunday,1,MEDIUM
14-07-2024,Brigade Road,23,7,Sunday,1,LOW
14-07-2024,EA Mall,186,7,Sunday,1,MEDIUM
14-07-2024,Falcon Mall,287,7,Sunday,1,HIGH
14-07-2024,Forum Mall,98,7,Sunday,1,LOW
14-07-2024,GVK Mall,40,7,Sunday,1,LOW
14-07-2024,Himayat Nagar,0,7,Sunday,1,LOW
14-07-2024,Indira Nagar,104,7,Sunday,1,MEDIUM
14-07-2024,Jubilee Hills,45,7,Sunday,1,LOW
14-07-2024,Lulu Mall,176,7,Sunday,1,HIGH
14-07-2024,Phoenix Mall,194,7,Sunday,1,MEDIUM
14-07-2024,Sarath City Mall,239,7,Sunday,1,HIGH
14-07-2024,Viviana Mall,195,7,Sunday,1,MEDIUM
15-07-2024,AS-MG RD,15,7,Monday,0,LOW
15-07-2024,AS-MOA,62,7,Monday,0,MEDIUM
15-07-2024,Brigade Road,60,7,Monday,0,LOW
15-07-2024,EA Mall,83,7,Monday,0,MEDIUM
15-07-2024,Falcon Mall,49,7,Monday,0,HIGH
15-07-2024,Forum Mall,52,7,Monday,0,LOW
15-07-2024,GVK Mall,24,7,Monday,0,LOW
15-07-2024,Himayat Nagar,0,7,Monday,0,LOW
15-07-2024,Indira Nagar,30,7,Monday,0,MEDIUM
15-07-2024,Jubilee Hills,17,7,Monday,0,LOW
15-07-2024,Lulu Mall,104,7,Monday,0,HIGH
15-07-2024,Phoenix Mall,76,7,Monday,0,MEDIUM
15-07-2024,Sarath City Mall,51,7,Monday,0,HIGH
15-07-2024,Viviana Mall,57,7,Monday,0,MEDIUM
16-07-2024,AS-MG RD,41,7,Tuesday,0,LOW
16-07-2024,AS-MOA,48,7,Tuesday,0,MEDIUM
16-07-2024,Brigade Road,35,7,Tuesday,0,LOW
16-07-2024,EA Mall,107,7,Tuesday,0,MEDIUM
16-07-2024,Falcon Mall,49,7,Tuesday,0,HIGH
16-07-2024,Forum Mall,36,7,Tuesday,0,LOW
16-07-2024,GVK Mall,38,7,Tuesday,0,LOW
16-07-2024,Himayat Nagar,0,7,Tuesday,0,LOW
16-07-2024,Indira Nagar,33,7,Tuesday,0,MEDIUM
16-07-2024,Jubilee Hills,13,7,Tuesday,0,LOW
16-07-2024,Lulu Mall,156,7,Tuesday,0,HIGH
16-07-2024,Phoenix Mall,55,7,Tuesday,0,MEDIUM
16-07-2024,Sarath City Mall,81,7,Tuesday,0,HIGH
16-07-2024,Viviana Mall,48,7,Tuesday,0,MEDIUM
17-07-2024,AS-MG RD,21,7,Wednesday,0,LOW
17-07-2024,AS-MOA,107,7,Wednesday,0,MEDIUM
17-07-2024,Brigade Road,36,7,Wednesday,0,LOW
17-07-2024,EA Mall,125,7,Wednesday,0,MEDIUM
17-07-2024,Falcon Mall,120,7,Wednesday,0,HIGH
17-07-2024,Forum Mall,21,7,Wednesday,0,LOW
17-07-2024,GVK Mall,40,7,Wednesday,0,LOW
17-07-2024,Himayat Nagar,0,7,Wednesday,0,LOW
17-07-2024,Indira Nagar,39,7,Wednesday,0,MEDIUM
17-07-2024,Jubilee Hills,28,7,Wednesday,0,LOW
17-07-2024,Lulu Mall,105,7,Wednesday,0,HIGH
17-07-2024,Phoenix Mall,139,7,Wednesday,0,MEDIUM
17-07-2024,Sarath City Mall,50,7,Wednesday,0,HIGH
17-07-2024,Viviana Mall,108,7,Wednesday,0,MEDIUM
18-07-2024,AS-MG RD,16,7,Thursday,0,LOW
18-07-2024,AS-MOA,57,7,Thursday,0,MEDIUM
18-07-2024,Brigade Road,40,7,Thursday,0,LOW
18-07-2024,EA Mall,77,7,Thursday,0,MEDIUM
18-07-2024,Falcon Mall,46,7,Thursday,0,HIGH
18-07-2024,Forum Mall,30,7,Thursday,0,LOW
18-07-2024,GVK Mall,29,7,Thursday,0,LOW
18-07-2024,Himayat Nagar,0,7,Thursday,0,LOW
18-07-2024,Indira Nagar,30,7,Thursday,0,MEDIUM
18-07-2024,Jubilee Hills,15,7,Thursday,0,LOW
18-07-2024,Lulu Mall,113,7,Thursday,0,HIGH
18-07-2024,Phoenix Mall,57,7,Thursday,0,MEDIUM
18-07-2024,Sarath City Mall,89,7,Thursday,0,HIGH
18-07-2024,Viviana Mall,40,7,Thursday,0,MEDIUM
19-07-2024,AS-MG RD,9,7,Friday,0,LOW
19-07-2024,AS-MOA,62,7,Friday,0,MEDIUM
19-07-2024,Brigade Road,12,7,Friday,0,LOW
19-07-2024,EA Mall,94,7,Friday,0,MEDIUM
19-07-2024,Falcon Mall,77,7,Friday,0,HIGH
19-07-2024,Forum Mall,37,7,Friday,0,LOW
19-07-2024,GVK Mall,48,7,Friday,0,LOW
19-07-2024,Himayat Nagar,0,7,Friday,0,LOW
19-07-2024,Indira Nagar,36,7,Friday,0,MEDIUM
19-07-2024,Jubilee Hills,23,7,Friday,0,LOW
19-07-2024,Lulu Mall,139,7,Friday,0,HIGH
19-07-2024,Phoenix Mall,67,7,Friday,0,MEDIUM
19-07-2024,Sarath City Mall,75,7,Friday,0,HIGH
19-07-2024,Viviana Mall,72,7,Friday,0,MEDIUM
20-07-2024,AS-MG RD,26,7,Saturday,1,LOW
20-07-2024,AS-MOA,200,7,Saturday,1,MEDIUM
20-07-2024,Brigade Road,121,7,Saturday,1,LOW
20-07-2024,EA Mall,148,7,Saturday,1,MEDIUM
20-07-2024,Falcon Mall,172,7,Saturday,1,HIGH
20-07-2024,Forum Mall,36,7,Saturday,1,LOW
20-07-2024,GVK Mall,60,7,Saturday,1,LOW
20-07-2024,Himayat Nagar,0,7,Saturday,1,LOW
20-07-2024,Indira Nagar,97,7,Saturday,1,MEDIUM
20-07-2024,Jubilee Hills,26,7,Saturday,1,LOW
20-07-2024,Lulu Mall,159,7,Saturday,1,HIGH
20-07-2024,Phoenix Mall,175,7,Saturday,1,MEDIUM
20-07-2024,Sarath City Mall,242,7,Saturday,1,HIGH
20-07-2024,Viviana Mall,107,7,Saturday,1,MEDIUM
21-07-2024,AS-MG RD,35,7,Sunday,1,LOW
21-07-2024,AS-MOA,170,7,Sunday,1,MEDIUM
21-07-2024,Brigade Road,86,7,Sunday,1,LOW
21-07-2024,EA Mall,203,7,Sunday,1,MEDIUM
21-07-2024,Falcon Mall,250,7,Sunday,1,HIGH
21-07-2024,Forum Mall,59,7,Sunday,1,LOW
21-07-2024,GVK Mall,52,7,Sunday,1,LOW
21-07-2024,Himayat Nagar,0,7,Sunday,1,LOW
21-07-2024,Indira Nagar,109,7,Sunday,1,MEDIUM
21-07-2024,Jubilee Hills,23,7,Sunday,1,LOW
21-07-2024,Lulu Mall,243,7,Sunday,1,HIGH
21-07-2024,Phoenix Mall,147,7,Sunday,1,MEDIUM
21-07-2024,Sarath City Mall,132,7,Sunday,1,HIGH
21-07-2024,Viviana Mall,198,7,Sunday,1,MEDIUM
22-07-2024,AS-MG RD,32,7,Monday,0,LOW
22-07-2024,AS-MOA,30,7,Monday,0,MEDIUM
22-07-2024,Brigade Road,18,7,Monday,0,LOW
22-07-2024,EA Mall,89,7,Monday,0,MEDIUM
22-07-2024,Falcon Mall,75,7,Monday,0,HIGH
22-07-2024,Forum Mall,29,7,Monday,0,LOW
22-07-2024,GVK Mall,41,7,Monday,0,LOW
22-07-2024,Himayat Nagar,0,7,Monday,0,LOW
22-07-2024,Indira Nagar,59,7,Monday,0,MEDIUM
22-07-2024,Jubilee Hills,24,7,Monday,0,LOW
22-07-2024,Lulu Mall,111,7,Monday,0,HIGH
22-07-2024,Phoenix Mall,67,7,Monday,0,MEDIUM
22-07-2024,Sarath City Mall,36,7,Monday,0,HIGH
22-07-2024,Viviana Mall,56,7,Monday,0,MEDIUM
23-07-2024,AS-MG RD,19,7,Tuesday,0,LOW
23-07-2024,AS-MOA,54,7,Tuesday,0,MEDIUM
23-07-2024,Brigade Road,17,7,Tuesday,0,LOW
23-07-2024,EA Mall,99,7,Tuesday,0,MEDIUM
23-07-2024,Falcon Mall,56,7,Tuesday,0,HIGH
23-07-2024,Forum Mall,37,7,Tuesday,0,LOW
23-07-2024,GVK Mall,59,7,Tuesday,0,LOW
23-07-2024,Himayat Nagar,0,7,Tuesday,0,LOW
23-07-2024,Indira Nagar,42,7,Tuesday,0,MEDIUM
23-07-2024,Jubilee Hills,23,7,Tuesday,0,LOW
23-07-2024,Lulu Mall,112,7,Tuesday,0,HIGH
23-07-2024,Phoenix Mall,82,7,Tuesday,0,MEDIUM
23-07-2024,Sarath City Mall,43,7,Tuesday,0,HIGH
23-07-2024,Viviana Mall,48,7,Tuesday,0,MEDIUM
24-07-2024,AS-MG RD,23,7,Wednesday,0,LOW
24-07-2024,AS-MOA,43,7,Wednesday,0,MEDIUM
24-07-2024,Brigade Road,36,7,Wednesday,0,LOW
24-07-2024,EA Mall,86,7,Wednesday,0,MEDIUM
24-07-2024,Falcon Mall,62,7,Wednesday,0,HIGH
24-07-2024,Forum Mall,59,7,Wednesday,0,LOW
24-07-2024,GVK Mall,43,7,Wednesday,0,LOW
24-07-2024,Himayat Nagar,0,7,Wednesday,0,LOW
24-07-2024,Indira Nagar,30,7,Wednesday,0,MEDIUM
24-07-2024,Jubilee Hills,14,7,Wednesday,0,LOW
24-07-2024,Lulu Mall,103,7,Wednesday,0,HIGH
24-07-2024,Phoenix Mall,82,7,Wednesday,0,MEDIUM
24-07-2024,Sarath City Mall,98,7,Wednesday,0,HIGH
24-07-2024,Viviana Mall,33,7,Wednesday,0,MEDIUM
25-07-2024,AS-MG RD,19,7,Thursday,0,LOW
25-07-2024,AS-MOA,46,7,Thursday,0,MEDIUM
25-07-2024,Brigade Road,21,7,Thursday,0,LOW
25-07-2024,EA Mall,85,7,Thursday,0,MEDIUM
25-07-2024,Falcon Mall,65,7,Thursday,0,HIGH
25-07-2024,Forum Mall,34,7,Thursday,0,LOW
25-07-2024,GVK Mall,23,7,Thursday,0,LOW
25-07-2024,Himayat Nagar,0,7,Thursday,0,LOW
25-07-2024,Indira Nagar,45,7,Thursday,0,MEDIUM
25-07-2024,Jubilee Hills,16,7,Thursday,0,LOW
25-07-2024,Lulu Mall,141,7,Thursday,0,HIGH
25-07-2024,Phoenix Mall,80,7,Thursday,0,MEDIUM
25-07-2024,Sarath City Mall,92,7,Thursday,0,HIGH
25-07-2024,Viviana Mall,52,7,Thursday,0,MEDIUM
26-07-2024,AS-MG RD,22,7,Friday,0,LOW
26-07-2024,AS-MOA,75,7,Friday,0,MEDIUM
26-07-2024,Brigade Road,35,7,Friday,0,LOW
26-07-2024,EA Mall,100,7,Friday,0,MEDIUM
26-07-2024,Falcon Mall,69,7,Friday,0,HIGH
26-07-2024,Forum Mall,35,7,Friday,0,LOW
26-07-2024,GVK Mall,62,7,Friday,0,LOW
26-07-2024,Himayat Nagar,0,7,Friday,0,LOW
26-07-2024,Indira Nagar,42,7,Friday,0,MEDIUM
26-07-2024,Jubilee Hills,26,7,Friday,0,LOW
26-07-2024,Lulu Mall,147,7,Friday,0,HIGH
26-07-2024,Phoenix Mall,87,7,Friday,0,MEDIUM
26-07-2024,Sarath City Mall,98,7,Friday,0,HIGH
26-07-2024,Viviana Mall,82,7,Friday,0,MEDIUM
27-07-2024,AS-MG RD,26,7,Saturday,1,LOW
27-07-2024,AS-MOA,149,7,Saturday,1,MEDIUM
27-07-2024,Brigade Road,83,7,Saturday,1,LOW
27-07-2024,EA Mall,148,7,Saturday,1,MEDIUM
27-07-2024,Falcon Mall,229,7,Saturday,1,HIGH
27-07-2024,Forum Mall,70,7,Saturday,1,LOW
27-07-2024,GVK Mall,87,7,Saturday,1,LOW
27-07-2024,Himayat Nagar,0,7,Saturday,1,LOW
27-07-2024,Indira Nagar,70,7,Saturday,1,MEDIUM
27-07-2024,Jubilee Hills,13,7,Saturday,1,LOW
27-07-2024,Lulu Mall,186,7,Saturday,1,HIGH
27-07-2024,Phoenix Mall,146,7,Saturday,1,MEDIUM
27-07-2024,Sarath City Mall,197,7,Saturday,1,HIGH
27-07-2024,Viviana Mall,124,7,Saturday,1,MEDIUM
28-07-2024,AS-MG RD,41,7,Sunday,1,LOW
28-07-2024,AS-MOA,211,7,Sunday,1,MEDIUM
28-07-2024,Brigade Road,41,7,Sunday,1,LOW
28-07-2024,EA Mall,222,7,Sunday,1,MEDIUM
28-07-2024,Falcon Mall,294,7,Sunday,1,HIGH
28-07-2024,Forum Mall,122,7,Sunday,1,LOW
28-07-2024,GVK Mall,105,7,Sunday,1,LOW
28-07-2024,Himayat Nagar,0,7,Sunday,1,LOW
28-07-2024,Indira Nagar,100,7,Sunday,1,MEDIUM
28-07-2024,Jubilee Hills,45,7,Sunday,1,LOW
28-07-2024,Lulu Mall,203,7,Sunday,1,HIGH
28-07-2024,Phoenix Mall,101,7,Sunday,1,MEDIUM
28-07-2024,Sarath City Mall,278,7,Sunday,1,HIGH
28-07-2024,Viviana Mall,239,7,Sunday,1,MEDIUM
29-07-2024,AS-MG RD,32,7,Monday,0,LOW
29-07-2024,AS-MOA,56,7,Monday,0,MEDIUM
29-07-2024,Brigade Road,28,7,Monday,0,LOW
29-07-2024,EA Mall,86,7,Monday,0,MEDIUM
29-07-2024,Falcon Mall,72,7,Monday,0,HIGH
29-07-2024,Forum Mall,42,7,Monday,0,LOW
29-07-2024,GVK Mall,75,7,Monday,0,LOW
29-07-2024,Himayat Nagar,0,7,Monday,0,LOW
29-07-2024,Indira Nagar,47,7,Monday,0,MEDIUM
29-07-2024,Jubilee Hills,22,7,Monday,0,LOW
29-07-2024,Lulu Mall,110,7,Monday,0,HIGH
29-07-2024,Phoenix Mall,65,7,Monday,0,MEDIUM
29-07-2024,Sarath City Mall,156,7,Monday,0,HIGH
29-07-2024,Viviana Mall,52,7,Monday,0,MEDIUM
30-07-2024,AS-MG RD,29,7,Tuesday,0,LOW
30-07-2024,AS-MOA,51,7,Tuesday,0,MEDIUM
30-07-2024,Brigade Road,14,7,Tuesday,0,LOW
30-07-2024,EA Mall,82,7,Tuesday,0,MEDIUM
30-07-2024,Falcon Mall,58,7,Tuesday,0,HIGH
30-07-2024,Forum Mall,22,7,Tuesday,0,LOW
30-07-2024,GVK Mall,47,7,Tuesday,0,LOW
30-07-2024,Himayat Nagar,0,7,Tuesday,0,LOW
30-07-2024,Indira Nagar,42,7,Tuesday,0,MEDIUM
30-07-2024,Jubilee Hills,25,7,Tuesday,0,LOW
30-07-2024,Lulu Mall,111,7,Tuesday,0,HIGH
30-07-2024,Phoenix Mall,57,7,Tuesday,0,MEDIUM
30-07-2024,Sarath City Mall,56,7,Tuesday,0,HIGH
30-07-2024,Viviana Mall,54,7,Tuesday,0,MEDIUM
31-07-2024,AS-MG RD,29,7,Wednesday,0,LOW
31-07-2024,AS-MOA,56,7,Wednesday,0,MEDIUM
31-07-2024,Brigade Road,27,7,Wednesday,0,LOW
31-07-2024,EA Mall,75,7,Wednesday,0,MEDIUM
31-07-2024,Falcon Mall,61,7,Wednesday,0,HIGH
31-07-2024,Forum Mall,46,7,Wednesday,0,LOW
31-07-2024,GVK Mall,41,7,Wednesday,0,LOW
31-07-2024,Himayat Nagar,0,7,Wednesday,0,LOW
31-07-2024,Indira Nagar,37,7,Wednesday,0,MEDIUM
31-07-2024,Jubilee Hills,27,7,Wednesday,0,LOW
